User	Jardine_Concept to Text	Jardine_Distributional Semantics	Jardine_Domain Adaptation	Jardine_Information Extraction	Jardine_Lexical Semantics	Jardine_Parser Evaluation	Jardine_Statistical Machine Translation Models	Jardine_Statistical Parsing	TechKnAcq-Jardine_Concept to Text	TechKnAcq-Jardine_Distributional Semantics	TechKnAcq-Jardine_Domain Adaptation	TechKnAcq-Jardine_Information Extraction	TechKnAcq-Jardine_Lexical Semantics	TechKnAcq-Jardine_Parser Evaluation	TechKnAcq-Jardine_Statistical Machine Translation Models	TechKnAcq-Jardine_Statistical Parsing	TechKnAcq-only_Coreference Resolution	TechKnAcq-only_Machine Translation	TechKnAcq-only_Morphological Segmentation	TechKnAcq-only_Parsing	TechKnAcq-only_Question Answering	TechKnAcq-only_Sentiment Analysis	TechKnAcq-only_Speech Recognition	TechKnAcq-only_Word Sense Disambiguation
21	['H05-1042', 'D09-1005', 'W98-1411', 'P95-1034', 'P09-1011', 'W05-1506', 'P07-1019', 'J07-2003', 'J93-2003', 'P02-1040', 'A00-2026', 'D08-1082']	['P93-1024', 'P99-1004', 'C04-1146', 'J07-2002', 'P02-1030', 'P98-2127', 'D09-1098', 'J01-3003', 'D08-1094', 'P08-1028']			['P98-1013', 'W04-2604', 'J05-1004', 'N06-2015', 'P03-2030', 'N07-1071', 'N07-1069', 'W04-2807', 'J02-3001', 'W05-0625', 'W05-0623', 'P09-2019']				['J98-3001', 'lexical_choice', 'content_determination', 'W13-2103', 'C02-1138']	['semantic_similarity', 'second-order_co-occurrence_pointwise_mutual_information', 'P13-4006', 'latent_semantic_analysis', 'J05-4002', 'S12-1085', 'D09-1084']			['C82-1018', 'E09-1069', 'N10-1032', 'D07-1050', 'H89-2011']				['C10-1017', 'N13-2001', 'D13-1028', 'D13-1027', 'D12-1114']				['question_answering', 'W08-1802', 'N07-1066', 'W04-2509', 'N04-1008', 'E06-3005']			['classic_monolingual_word-sense_disambiguation', 'word_sense', 'N07-1025', 'I05-1080', 'C02-1097']
22			['P07-1033', 'P07-1034', 'W06-1615', 'D07-1112', 'P07-1056', 'W08-1302', 'W07-2202', 'D08-1050', 'P06-1043', 'N04-4006', 'W01-0521']	['N07-4013', 'N04-4028', 'D09-1120', 'D08-1112', 'P07-1107', 'P04-1054', 'P09-1113']	['P03-2030', 'P98-1013', 'W05-0620', 'J02-3001', 'J05-1004', 'W05-0623', 'N07-1069', 'W05-0625', 'W04-2604', 'P09-2019', 'N06-1017', 'N06-2015', 'N07-1071', 'W04-2807']						['domain_adaptation', 'W10-0104', 'N09-1032']	['X93-1012', 'J93-3001', 'W06-0901', 'M91-1004', 'X96-1047', 'M95-1002', 'D07-1075', 'W12-2412', 'M91-1007']	['H89-2011', 'W09-3729', 'C82-1018', 'D07-1050', 'T78-1008', 'E83-1022']				['D13-1027', 'N13-2001', 'D12-1114', 'C10-1017', 'D13-1028']				['question_answering', 'W08-1802', 'N07-1066', 'E06-3005', 'W04-2509', 'N04-1008']	['S13-2091', 'S13-2083', 'S13-2090', 'C10-2036', 'H05-1044', 'J09-3003']		
23		['P93-1024', 'P99-1004', 'J07-2002', 'C04-1146', 'P98-2127', 'J01-3003', 'P07-1028', 'J98-1004', 'P08-1068', 'P02-1030', 'P04-1036', 'D09-1098', 'D08-1094', 'P08-1028']		['D09-1001', 'P09-1113', 'P07-1107', 'D09-1120', 'D08-1112', 'N04-4028', 'P08-1090', 'N07-4013', 'P04-1054']	['P98-1013', 'P03-2030', 'W04-2604', 'J05-1004', 'N06-2015', 'N07-1069', 'W04-2807', 'W05-0620', 'J02-3001', 'N07-1071', 'W05-0625', 'W05-0623', 'N06-1017', 'P09-2019']					['semantic_similarity', 'second-order_co-occurrence_pointwise_mutual_information', 'P13-4006', 'latent_semantic_analysis', 'J05-4002', 'D09-1084', 'S12-1085']		['X93-1012', 'J93-3001', 'M95-1002', 'X96-1047', 'E12-1034', 'W12-2412', 'W06-0901', 'D12-1062', 'D07-1075', 'M91-1007', 'M91-1004']	['C82-1018', 'D07-1050', 'E83-1022', 'C00-2111', 'E09-1069', 'T78-1008', 'N10-1032', 'H89-2011', 'N10-1059', 'W09-3729']						['morphology_(linguistics)', 'word_stem', 'W04-0108', 'E87-1022', 'W04-0111', 'W12-3903', 'W96-0207', 'J08-3003', 'W08-2117']			['S13-2083', 'H05-1044', 'C10-2036', 'S13-2091', 'J09-3003', 'S13-2090']		['classic_monolingual_word-sense_disambiguation', 'word_sense', 'N07-1025', 'I05-1080', 'C10-1019', 'C02-1097']
24	['H05-1042', 'W98-1411', 'P95-1034', 'P09-1011', 'D08-1082', 'P04-1011', 'A00-2026', 'P00-1041', 'N07-1022', 'C10-2062']			['N04-4028', 'D09-1120', 'P07-1107', 'P09-1113', 'P04-1054', 'D08-1112', 'P08-1090', 'N07-4013', 'D09-1001']		['W08-1307', 'H91-1060', 'P06-2006', 'D09-1085']			['lexical_choice', 'content_determination', 'J98-3001', 'W13-2103', 'E03-2016', 'C02-1138']			['X93-1012', 'X96-1047', 'M95-1002', 'W12-2412', 'D07-1075', 'W06-0901', 'J93-3001', 'E12-1034', 'Riloff and Jones, 1999, "Learning Dictionaries for Information Extraction by Multi-Level Bootstrapping"', 'D12-1062', 'M91-1007', 'M91-1004']		['parse_tree', 'terminal_and_non-terminal_functions', 'beam_search', 'J08-4003', 'D12-1029', 'E12-1008', 'J03-1006', 'C92-1032', 'C08-1071', 'H05-1099', 'H92-1025', 'P92-1006', 'P05-1022']			['C10-1017', 'N13-2001', 'D13-1027', 'D12-1114', 'D13-1028', 'I05-2040']		['J08-3003', 'W96-0207', 'W04-0108', 'W12-3903', 'W08-2117', 'E87-1022']			['S13-2083', 'S13-2090', 'S13-2091', 'H05-1044', 'J09-3003', 'C10-2036']		
25	['H05-1042', 'P09-1011']	['J98-1004', 'P93-1024', 'P08-1028', 'P99-1004', 'C04-1146', 'P04-1036', 'P02-1030', 'J01-3003', 'J07-2002', 'P07-1028', 'D09-1098', 'D08-1094', 'P98-2127']		['N07-4013', 'P09-1113', 'P08-1090', 'N04-4028', 'P04-1054', 'D08-1112']					['content_determination', 'lexical_choice']	['semantic_similarity', 'latent_semantic_analysis', 'Dominic Widdows, 2003, Geometry of Meaning', 'J05-4002', 'second-order_co-occurrence_pointwise_mutual_information', 'P13-4006', 'S12-1085', 'D09-1084']		['X93-1012', 'D07-1075', 'J93-3001', 'Anthony Fader and Stephen Soderland and Oren Etzioni, 2011, Identifying Relations for Open Information Extraction', 'D12-1062', 'W06-0901', 'W12-2412']					['D12-1114', 'C10-1017', 'D13-1027', 'N13-2001', 'D13-1028']					['J09-3003', 'S13-2083', 'H05-1044', 'S13-2090', 'S13-2091', 'C10-2036']	['speech_recognition', 'H89-2038', 'H91-1054', 'P93-1007', 'I08-8005', 'H89-2002', 'J94-1002', 'J90-3003']	
26		['J98-1004', 'P99-1004', 'P93-1024', 'C04-1146', 'P98-2127', 'P04-1036', 'P07-1028', 'J07-2002', 'P08-1068', 'D08-1094', 'P08-1028', 'J01-3003']		['D09-1001', 'P07-1107', 'D09-1120', 'P09-1113', 'D08-1112', 'P04-1054', 'N04-4028', 'P08-1090']	['J02-3001', 'P98-1013', 'N06-2015', 'W04-2604', 'W04-2807', 'W05-0620', 'W05-0623', 'W05-0625', 'N07-1069', 'N07-1071', 'P09-2019']					['semantic_similarity', 'P. D. Turney and P. Pantel, 2010, From Frequency to Meaning: Vector Space Models of Semantics', 'latent_semantic_analysis', 'second-order_co-occurrence_pointwise_mutual_information', 'H. SchÃ¼tze, 1998, Automatic word sense discrimination', 'Sebastien Pado and Mirella Lapata, 2007, Dependency-Based Construction of Semantic Space Models', 'P13-4006', 'J05-4002', 'D09-1084']		['X93-1012', 'J93-3001', 'W06-0901', 'E12-1034', 'D12-1062', 'M95-1002', 'X96-1047', 'D07-1075', 'W12-2412']	['N10-1032', 'E09-1069', 'D07-1050', 'H89-2011', 'C00-2111']								['question_answering', 'N04-1008', 'E06-3005', 'W08-1802', 'W04-2509', 'N07-1066']	['H05-1044', 'J09-3003', 'S13-2091', 'S13-2083', 'S13-2090']		['word_sense', 'classic_monolingual_word-sense_disambiguation', 'N07-1025', 'C02-1097', 'I05-1080', 'C10-1019']
27		['P93-1024', 'P99-1004', 'C04-1146', 'J07-2002', 'P02-1030', 'P98-2127', 'P08-1068', 'D09-1098', 'J01-3003', 'P04-1036', 'P07-1028', 'J98-1004', 'D08-1094', 'P08-1028']		['D09-1001', 'P09-1113', 'P07-1107', 'D09-1120', 'D08-1112', 'N04-4028', 'P08-1090', 'N07-4013', 'P04-1054']	['P98-1013', 'W04-2604', 'P03-2030', 'J05-1004', 'N06-2015', 'N07-1071', 'N07-1069', 'W04-2807', 'J02-3001', 'W05-0620', 'W05-0625', 'W05-0623', 'N06-1017', 'P09-2019']					['semantic_similarity', 'second-order_co-occurrence_pointwise_mutual_information', 'P13-4006', 'latent_semantic_analysis', 'J05-4002', 'S12-1085', 'D09-1084']		['X93-1012', 'J93-3001', 'M95-1002', 'X96-1047', 'E12-1034', 'W12-2412', 'W06-0901', 'D12-1062', 'D07-1075', 'M91-1007', 'M91-1004']	['C82-1018', 'E83-1022', 'C00-2111', 'E09-1069', 'T78-1008', 'N10-1032', 'D07-1050', 'H89-2011', 'N10-1059', 'W09-3729']				['C10-1017', 'N13-2001', 'D13-1028', 'D13-1027', 'D12-1114', 'I05-2040']			['J08-4003', 'J11-1007', 'beam_search', 'parse_tree', 'J03-1006', 'D12-1030', 'P12-1110', 'D12-1029', 'E12-1008', 'S12-1058']	['question_answering', 'W08-1802', 'N07-1066', 'W04-2509', 'N04-1008', 'E06-3005']			
28	['W98-1411', 'A00-2026', 'P95-1034', 'D08-1082', 'H05-1042', 'P09-1011', 'P07-1019', 'P00-1041', 'N07-1022', 'J93-2003', 'J07-2003', 'C10-2062', 'P04-1011', 'P02-1040']			['https://en.wikipedia.org/wiki/Information_extraction', 'D09-1001', 'P09-1113', 'N04-4028', 'P07-1107', 'D09-1120', 'P04-1054', 'D08-1112']	['P98-1013', 'J02-3001', 'N06-2015', 'J05-1004', 'W04-2807', 'W05-0625', 'W05-0620', 'W05-0623', 'N06-1017']				['J98-3001', 'lexical_choice', 'content_determination', 'W13-2103', 'C02-1138']			['X93-1012', 'D07-1075', 'W12-2412', 'W06-0901', 'J93-3001', 'X96-1047', 'M95-1002']	['Hyejin Youn et al. ,  2015, On the universal structure of human lexical semantics', 'Kahane, S., & Lareau, F. (2016). Encoding a syntactic dictionary into a super granular unification grammar. GramLex 2016, 92.', 'Baker, Collin F. and Fillmore, Charles J. and Lowe, John B., 1998, The Berkeley FrameNet Project', 'D07-1050', 'C00-2111', 'W09-3729']						['morphology_(linguistics)', 'word_stem', 'W04-0108', 'W12-3903', 'W96-0207', 'W08-2117', 'J08-3003']	['parse_tree', 'beam_search', 'P12-1110', 'E12-1008', 'J08-4003', 'J11-1007']				['word_sense', 'classic_monolingual_word-sense_disambiguation', 'N07-1025', 'I05-1080', 'C10-1019', 'C02-1097']
29						['H91-1060', 'Carroll, John, Guido Minnen, and Ted Briscoe. "Parser evaluation." Treebanks. Springer Netherlands, 2003. 299-316.', 'P06-2006', 'W08-1307', 'D09-1085']	['P08-1024', 'Collins, Michael, Philipp Koehn, and Ivona KuÄ\x8derovÃ¡. "Clause restructuring for statistical machine translation." Proceedings of the 43rd annual meeting on association for computational linguistics. Association for Computational Linguistics, 2005.', 'D08-1023', 'P05-1033', 'Koehn, Philipp, et al. "Moses: Open source toolkit for statistical machine translation." Proceedings of the 45th annual meeting of the ACL on interactive poster and demonstration sessions. Association for Computational Linguistics, 2007.', 'N04-1035', 'N09-1025']	['J03-4003', 'J98-4004', 'Bod, Rens. "An all-subtrees approach to unsupervised parsing." Proceedings of the 21st International Conference on Computational Linguistics and the 44th annual meeting of the Association for Computational Linguistics. Association for Computational Linguistics, 2006.', 'P02-1035', 'P95-1037', 'J93-1002', 'Klein, Dan, and Christopher D. Manning. "Corpus-based induction of syntactic structure: Models of dependency and constituency." Proceedings of the 42nd Annual Meeting on Association for Computational Linguistics. Association for Computational Linguistics, 2004.', 'P03-1054', 'W97-0301', 'P99-1069', 'Garg, Nikhil, and James Henderson. "Temporal restricted boltzmann machines for dependency parsing." Proceedings of the 49th Annual Meeting of the Association for Computational Linguistics: Human Language Technologies: short papers-Volume 2. Association for Computational Linguistics, 2011.', 'P05-1012', 'C04-1010', 'P08-1108', 'C96-1058', 'P02-1043', 'P01-1010', 'P04-1013', 'P05-1011', 'C02-1013', 'W07-2207', 'N07-1051']						['parse_tree', 'terminal_and_non-terminal_functions', 'Tsarfaty, Reut, Joakim Nivre, and Evelina Ndersson. "Evaluating dependency parsing: robust and heuristics-free cross-nnotation evaluation." Proceedings of the Conference on Empirical Methods in Natural Language Processing. Association for Computational Linguistics, 2011.', 'J08-4003', 'beam_search', 'E12-1008', 'Lin, Dekang. "Dependency-based evaluation of MINIPAR." Treebanks. Springer Netherlands, 2003. 317-329.', 'D12-1029', 'Hale, John T. "What a rational parser would do." Cognitive Science 35.3 (2011): 399-443.', 'J03-1006', 'P92-1006', 'H92-1025', 'C08-1071', 'P05-1022', 'H05-1099']	['hybrid_machine_translation', 'Brown, Peter F., et al. "The mathematics of statistical machine translation: Parameter estimation." Computational linguistics 19.2 (1993): 263-311.', 'P13-1140', 'Alshawi, Hiyan, Srinivas Bangalore, and Shona Douglas. "Learning dependency translation models as collections of finite-state head transducers." Computational Linguistics 26.1 (2000): 45-60.', 'C04-1005', 'P10-1034', 'D10-1043', 'P13-4014', 'lepor', 'W13-2247', 'P10-1064', 'J04-4002', 'W02-1021', 'J03-1005', 'D12-1088', 'P10-1049', 'W13-2238']	['parse_tree', 'terminal_and_non-terminal_functions', 'Dâ€™Ulizia, Arianna, Fernando Ferri, and Patrizia Grifoni. "A survey of grammatical inference methods for natural language learning." Artificial Intelligence Review 36.1 (2011): 1-27.', 'J08-4003', 'beam_search', 'D12-1029', 'Goodman, Joshua, et al. "Efficient parsing of DOP with PCFG-reductions." (2003).', 'E12-1008', 'Jiang, Yong, Wenjuan Han, and Kewei Tu. "Unsupervised Neural Dependency Parsing."', 'C08-1071', 'P05-1022', 'H05-1099']	['Elango, Pradheep. "Coreference resolution: A survey." University of Wisconsin, Madison (2005).', 'Poesio, Massimo, Simone Ponzetto, and Yannick Versley. "Computational models of anaphora resolution: A survey." (2011).', 'C10-1017', 'N13-2001', 'D13-1028', 'D13-1027', 'D12-1114', 'I05-2040', 'Clark, Kevin, and Christopher D. Manning. "Entity-Centric Coreference Resolution with Model Stacking." ACL (1). 2015.', 'Iida, Ryu, Kentaro Inui, and Yuji Matsumoto. "Exploiting syntactic patterns as clues in zero-anaphora resolution." Proceedings of the 21st International Conference on Computational Linguistics and the 44th annual meeting of the Association for Computational Linguistics. Association for Computational Linguistics, 2006.']		['morphology_(linguistics)', 'word_stem', 'Creutz, Mathias, and Krista Lagus. Unsupervised morpheme segmentation and morphology induction from text corpora using Morfessor 1.0. Helsinki University of Technology, 2005.', 'Yamashita, Tatsuo, and Yuji Matsumoto. "Language independent morphological analysis." Proceedings of the sixth conference on Applied natural language processing. Association for Computational Linguistics, 2000.', 'J08-3003', 'W12-3903', 'Kolachina, Sudheer, et al. "External sandhi and its relevance to syntactic treebanking." Polibits 43 (2011): 67-74.', 'W08-2117', 'W04-0108']	['parse_tree', 'J08-4003', 'J11-1007', 'Dyer, Chris, et al. "Transition-based dependency parsing with stack long short-term memory." arXiv preprint arXiv:1505.08075 (2015).', 'E12-1008', 'D12-1029', 'beam_search', 'P12-1110', 'J03-1006', 'D12-1030', 'S12-1058']				
30		['P93-1024', 'Turney & Pantel, 2010', 'Landauer & Dumais, 1997', 'P98-2127', 'P99-1004', 'J98-1004', 'C04-1146', 'P02-1030', 'J07-2002', 'P08-1068', 'J01-3003', 'P04-1036', 'P07-1028', 'D08-1094', 'P08-1028', 'D09-1098']		['P04-1054', 'N04-4028', 'D09-1001', 'P09-1113', 'P07-1107', 'D09-1120', 'D08-1112', 'P08-1090', 'N07-4013']	['P98-1013', 'J02-3001', 'W04-2807', 'P03-2030', 'W04-2604', 'J05-1004', 'N07-1071', 'W05-0620', 'W05-0625', 'W05-0623', 'N06-1017', 'P09-2019', 'N07-1069']					['Landauer & Dumais, 1997', 'Jones & Mewhort, 2007', 'J05-4002', 'D09-1084', 'P13-4006', 'S12-1085']		['Cowie & Lehnert, 1996', 'Cardie, 1997', 'M95-1002', 'W06-0901', 'E12-1034', 'D12-1062', 'D07-1075', 'Ji & Grishman, 2008; Refining Event Extraction through Cross-Document Inference', 'W12-2412', 'Yao & Van Durme, 2014; Information Extraction over Structured Data: Question Answering with Freebase']	['T78-1008', 'Jackendoff, 1976; Towards an explanatory semantic representation', 'C00-2111', 'Weischedel, Schwartz, Palmucci, Meteer, & Ramshaw, 1993; Coping with ambiguity and unknown words through probabilistic models', 'Moro, Raganato, & Navigli, 2014; Entity linking meets word sense disambiguation: a unified approach']								['N04-1008', 'W04-2509', 'W08-1802', 'N07-1066', 'E06-3005']	['Liu, 2012; Sentiment analysis and opinion mining', 'Baccianella et al., 2010; SentiWordNet3.0: An Enhanced Lexical Resource for Sentiment Analysis and Opinion Mining', 'Taboada et al., 2011; Lexicon-based methods for sentiment analysis', 'J09-3003', 'S13-2083', 'H05-1044', 'S13-2091', 'S13-2090']	['Rabiner & Juang, 1993; Fundamentals of speech recognition', 'H89-2002', 'J90-3003', 'P99-1002', 'J94-1002', 'Kinoshita et al., 2013; The REVERT challenge: A common evaluation framework for dereverberation and recognition of reverberant speech', 'W06-1302', 'N04-1017', 'Dent et al., 2013; New types of deep neural network learning for speech recognition and related applications: An overview', 'Graves et al., 2013; Speech recognition with deep recurrent neural networks']	
31				['D09-1001', 'P09-1113', 'D08-1112', 'P04-1054', 'N04-4028', 'N07-4013']			['N04-1035', 'P05-1033', 'N09-1025', 'D08-1023', 'P08-1024']	['C92-2065', 'J93-1002', 'J98-4004', 'W97-0301', 'P95-1037', 'P01-1010', 'P02-1035', 'J03-4003', 'J07-4004', 'P96-1025', 'P05-1012', 'C04-1010', 'P08-1108', 'C96-1058', 'P02-1043', 'P04-1013', 'P05-1011', 'P03-1054', 'W07-2207', 'N07-1051']				['X93-1012', 'J93-3001', 'M95-1002', 'X96-1047', 'W06-0901', 'D12-1062', 'D07-1075', 'M91-1007', 'M91-1004']			['machine_translation', 'J04-4002', 'P13-1140', 'J03-1005', 'D11-1019', 'D10-1043', 'W13-0805', 'C04-1005', 'P10-1034', 'P10-1049', 'P13-4014', 'W13-2238', 'lepor', 'hybrid_machine_translation', 'W13-2247', 'P10-1064', 'W02-1021', 'D12-1088']	['H05-1099', 'P92-1006', 'J03-1006', 'C08-1071', 'P05-1022', 'J08-4003', 'D12-1029', 'E12-1008', 'parse_tree']					['question_answering', 'W04-2509', 'N04-1008', 'E06-3005', 'N07-1066', 'W08-1802']	['H05-1044', 'J09-3003', 'C10-2036', 'S13-2091', 'S13-2083', 'S13-2090']	['speech_recognition', 'J90-3003', 'H91-1054', 'P99-1002', 'H89-2038', 'P93-1007', 'J94-1002', 'W06-1302', 'I08-8005']	
32	['J93-2003', 'P02-1040', 'P04-1011', 'W98-1411', 'A00-2026', 'J07-2003', 'P95-1034', 'W05-1506', 'H05-1042', 'D08-1082', 'P09-1011', 'C10-2062', 'P00-1041', 'P07-1019', 'D09-1005', 'N07-1022']		['W01-0521', 'W06-1615', 'P06-1043', 'P07-1033', 'P07-1034', 'Pan et al (2011) Domain Adaptation via Transfer Component Analysis', 'D08-1050', 'D07-1112', 'P07-1056', 'W07-2202', 'N04-4006']	['P08-1090', 'N07-4013', 'D08-1112', 'P09-1113', 'P04-1054', 'https://gate.ac.uk/ie/', 'D09-1001', 'https://www.ldc.upenn.edu/collaborations/past-projects/ace', 'D09-1120', 'P07-1107', 'N04-4028']					['J98-3001', 'W13-2103', 'C02-1138']		['domain_adaptation', 'Blitzer, J., R. McDonald, and F. Pereira (2006). Domain adaptation with structural correspondence learning.', 'Jiang, J. and C. Zhai (2007). Instance weighting for domain adaptation in nlp.', 'N10-1004', 'Hal Daume III (2007) Frustratingly easy domain adaptation.', 'W10-0104', 'N09-1032', 'E09-1006']	['https://en.wikipedia.org/wiki/Information_extraction', 'M95-1002', 'X96-1047', 'Robert GaizauskasYorick Wilks , (1998),"Information extraction: beyond document retrieval"', 'J93-3001', 'W06-0901', 'X93-1012', 'D12-1062', 'D07-1075', 'M91-1007', 'M91-1004']					['https://catalog.ldc.upenn.edu/LDC2003T13', 'C10-1017', 'D13-1027', 'https://nlp.stanford.edu/projects/coref.shtml', 'D12-1114', 'N13-2001', 'I05-2040', 'D13-1028']			[' Aho, A.V., Sethi, R. and Ullman ,J.D. (1986) " Compilers: principles, techniques, and tools."', 'G. Gazdar and C. Mellish. Natural Language Processing in Prolog .', 'Charniak et al (1998). Edge-based best-first chart parsing ', 'J08-4003', 'J11-1007', 'beam_search', 'parse_tree', 'J03-1006', 'D12-1030', 'P12-1110', 'D12-1029', 'E12-1008', 'S12-1058']				['classic_monolingual_word-sense_disambiguation', 'N07-1025', 'Adam Kilgarriff and Joseph Rosenzweig. 2000. English Framework and Results. Computers and the Humanities 34 (1-2), Special Issue on SENSEVAL.', 'Wilks(2000) Is Word Sense Disambiguation Just One More NLP Task? ', 'C10-1019']
